label,timestamp,type,subject,eid,object,subject_name,object_name,anomaly_label,rule,machine,techniques
,1.52E+18,EVENT_WRITE,2D9604A4-373C-11E8-BF66-D9AA8AFF4A69,4B7FF9BE-3B6B-50FB-8EDA-F954C84F1A2A,A81F80DF-24C1-D954-8124-F40654D9421E,local,/var/mail/george,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_WRITE,2D73D2AC-373C-11E8-BF66-D9AA8AFF4A69,776A7295-3560-5F3B-AC9E-F50CF1F02B50,AAB603EF-4E07-5354-874E-ABCD7453B17B,smtp,active/EF6CD29D07,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_WRITE,36717B7A-373C-11E8-BF66-D9AA8AFF4A69,881031A5-99D4-54D6-9594-708EC0EEDFD4,26F25C67-97CC-5A5C-8C97-E27F9C5AEAD4,imapd,/tmp/.31.29cba,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_WRITE,36717B7A-373C-11E8-BF66-D9AA8AFF4A69,967A889A-E118-5573-BCD5-A69D4DB1EE01,33382CC0-0F93-355A-930F-07E49A353750,imapd,/var/mail/irene,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,D6BFC6AA-373B-11E8-BF66-D9AA8AFF4A69,62928F33-BDCC-53BB-A018-D88C4470394B,234D9DA9-A60B-2A52-8BA6-FAF9C22A33EA,imapd,/var/mail/bob,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,36717B7A-373C-11E8-BF66-D9AA8AFF4A69,19C2A99B-5DA0-5979-A17D-335AB615827A,33382CC0-0F93-355A-930F-07E49A353750,imapd,/var/mail/irene,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,AD642F49-3743-11E8-BF66-D9AA8AFF4A69,717D995E-7B51-54E8-B58A-EFABC3EA4889,73EC5EFB-226C-0F5A-AC22-50DA4A0F8B8C,imapd,/tmp/.31.29ada,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,AD642F49-3743-11E8-BF66-D9AA8AFF4A69,D8B79954-6D40-5EAD-9BA4-B0896895A8E8,234D9DA9-A60B-2A52-8BA6-FAF9C22A33EA,imapd,/var/mail/bob,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,96803FC5-3749-11E8-BF66-D9AA8AFF4A69,6C15B8AE-3D3A-5C02-9EAD-E6426AAC9C73,262049B1-0649-905F-8906-D7486F90FCDD,imapd,/var/mail/frank,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_EXECUTE,219DE547-3E7E-11E8-A5CB-3FA3753A265AA,DB442FC9-5CD9-50AB-B742-057A6F9BB231A,5026C48F-56BA-3E5B-BA56-DD382B3EC82BA,inetd,XIM,0,http://w3id.org/sepses/resource/rule/exec-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1203
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,96803FC5-3749-11E8-BF66-D9AA8AFF4A69,31E86455-348F-564B-B138-5B71422CC4E3,02E5A187-2F25-3C5A-A52F-6A66DA3C4682,imapd,/tmp/.31.29ade,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,572AAFE6-374B-11E8-BF66-D9AA8AFF4A69,46B7FED8-430D-5DB3-8657-5BD43CED7A7B,A81F80DF-24C1-D954-8124-F40654D9421E,imapd,/var/mail/george,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,593B8DE8-374B-11E8-BF66-D9AA8AFF4A69,1C1D2A22-78A1-545B-BBD5-60A7B7F1AF9A,DE0B97B6-B21E-6A54-9EB2-96C7046A9406,imapd,/tmp/.31.29b51,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,B3BC76E2-374B-11E8-BF66-D9AA8AFF4A69,FDE6DAA7-C1CB-5206-B0BE-10E2A7BA4B74,F6034321-F271-935B-B1F2-BF3F0B938DFE,imapd,/tmp/.31.29b51,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,B923E152-374B-11E8-BF66-D9AA8AFF4A69,7BBBC74F-AC53-5EFF-B252-FC038805F794,5D06E52D-3C9E-EE52-9E3C-EC7062EE641A,imapd,/tmp/.31.29b51,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,B3BC76E2-374B-11E8-BF66-D9AA8AFF4A69,0F129E84-C5F9-57F9-A9A0-051EA3BC0C96,A81F80DF-24C1-D954-8124-F40654D9421E,imapd,/var/mail/george,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,E6966BA8-374B-11E8-BF66-D9AA8AFF4A69,067817A6-706D-54D1-A9EC-BFCECA9D2CA4,A81F80DF-24C1-D954-8124-F40654D9421E,imapd,/var/mail/george,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,011CAE60-374C-11E8-BF66-D9AA8AFF4A69,96EEF575-1C2B-52CA-97E4-3DCFEC651D71,A81F80DF-24C1-D954-8124-F40654D9421E,imapd,/var/mail/george,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,BDCF3653-374C-11E8-BF66-D9AA8AFF4A69,43A51658-1713-537B-B250-13C297727660,A81F80DF-24C1-D954-8124-F40654D9421E,imapd,/var/mail/george,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,C6122879-374C-11E8-BF66-D9AA8AFF4A69,AA4D1D9F-4108-5C5A-812E-15353E9BDC5D,65EF160D-8C25-BF5D-A58C-D39E2DBF408A,imapd,/home/george/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_WRITE,D2686657-374C-11E8-BF66-D9AA8AFF4A69,88D3531A-EEFC-5F2A-91E3-0AD6346C7933,154E4BE1-F901-DF54-81F9-556F04DF52F5,imapd,/tmp/tmp.W82Y15,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,D2686657-374C-11E8-BF66-D9AA8AFF4A69,805B114A-B99A-58DF-9FEE-5CC5E4A05243,C3A6BC85-E10F-8D58-8FE1-A792188D45B5,imapd,/tmp/.31.29d08,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_SENDTO,D3822AFC-39AF-11E8-BF66-D9AA8AFF4A69A,8009A89E-BAF8-5B23-A42E-58BCEDD5A005A,D384652A-39AF-11E8-BF66-D9AA8AFF4A69A,nginx,139.123.0.116:9999,0,http://w3id.org/sepses/resource/rule/data-leak-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1020
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,D2686657-374C-11E8-BF66-D9AA8AFF4A69,2AABA8F2-BFA7-5346-B9D4-3D28FC2BA585,65EF160D-8C25-BF5D-A58C-D39E2DBF408A,imapd,/home/george/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_WRITE,D26770BE-374C-11E8-BF66-D9AA8AFF4A69,19A90053-37A8-5C49-9048-2DA7574C9856,62551927-3040-185F-8030-9ACD3F189B91,smtp,active/13F3029D07,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_WRITE,D2879621-374C-11E8-BF66-D9AA8AFF4A69,9DD76F28-02D3-534D-8792-4F1392429E0C,4E9435D7-80E1-D75E-A180-262CAED71092,local,/var/mail/david,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_WRITE,D295F6AA-374C-11E8-BF66-D9AA8AFF4A69,6CA00568-269D-5284-9F45-8EA1C721E191,0191F4F7-146F-545F-AF14-25726F54928C,date,/data/gather_stats_uma.txt,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,C367F70C-374D-11E8-BF66-D9AA8AFF4A69,99C62CA6-92FD-5CEF-B490-957A9B9C464F,C3EC9DDA-138C-755C-8C13-52911C757F3E,imapd,/tmp/.31.29b43,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,C367F70C-374D-11E8-BF66-D9AA8AFF4A69,96EEC221-8276-5BA5-B554-6AE99112D496,C2745E21-391A-6D54-9A39-0202D46D36E5,imapd,/var/mail/henry,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,472B9E53-374E-11E8-BF66-D9AA8AFF4A69,41ADD52F-CFD3-5CE7-978B-9CBE5A04E679,57FC36BA-DC6E-6558-AEDC-2FBAD865FF4F,imapd,/tmp/.31.29b43,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,472B9E53-374E-11E8-BF66-D9AA8AFF4A69,231EA8AC-14E4-5DA6-92BB-088E3499A09C,019D34B9-9A92-415B-929A-9B980B41133A,imapd,/home/henry/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,587F8DC2-374E-11E8-BF66-D9AA8AFF4A69,E1E7674F-4A0A-534D-A434-C31FE915370C,9A91F540-AE80-2F5F-80AE-3CCF7F2FEFCA,imapd,/tmp/.31.3023c,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_WRITE,587F8DC2-374E-11E8-BF66-D9AA8AFF4A69,97F90759-1CE9-5ECF-904C-745A94740769,FC460ED9-D4CA-7B53-8AD4-09F1537B30D7,imapd,/tmp/tmp.22eO1N,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_WRITE,587973FE-374E-11E8-BF66-D9AA8AFF4A69,4AB76DF2-2985-567B-A447-E6614EE1C67A,DEF3CB05-02F4-A055-B402-3A9325A06E4E,smtp,active/7906329D07,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_EXECUTE,219DE547-3E7E-11E8-A5CB-3FA3753A265AB,DB442FC9-5CD9-50AB-B742-057A6F9BB231B,5026C48F-56BA-3E5B-BA56-DD382B3EC82BB,inetd,XIM,0,http://w3id.org/sepses/resource/rule/exec-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1203
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,587F8DC2-374E-11E8-BF66-D9AA8AFF4A69,CDF4CC54-1695-57D7-96F7-B4C5AABAC2B4,019D34B9-9A92-415B-929A-9B980B41133A,imapd,/home/henry/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,652039BA-374E-11E8-BF66-D9AA8AFF4A69,149423EC-D971-577A-9731-A035E9FD81A8,349D3B24-BAB0-905E-B0BA-71556E904858,imapd,/tmp/.31.3023c,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,652039BA-374E-11E8-BF66-D9AA8AFF4A69,05CA6CC7-01C8-5CB6-87D9-E6E368FB3DD4,019D34B9-9A92-415B-929A-9B980B41133A,imapd,/home/henry/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,C191B18D-374E-11E8-BF66-D9AA8AFF4A69,A15EB4EF-449D-5C9B-B347-DAEA51919ED1,65EF160D-8C25-BF5D-A58C-D39E2DBF408A,imapd,/home/george/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,C1D1DD97-374E-11E8-BF66-D9AA8AFF4A69,F8C96079-3347-5FD3-B183-D929C4447936,65EF160D-8C25-BF5D-A58C-D39E2DBF408A,imapd,/home/george/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,C1D1DD97-374E-11E8-BF66-D9AA8AFF4A69,D9CCF0DF-2DC8-5D81-8990-E320CDE83038,C95360AA-356E-5254-AE35-C284D4529BE5,imapd,/tmp/.31.29d08,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_WRITE,C7CBA8B5-374E-11E8-BF66-D9AA8AFF4A69,4617C1CF-1848-5F16-92A6-6513724AA943,2324DB18-9A72-B558-B29A-E04B68B59EBF,smtp,active/4637829D07,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,CE75BDEA-374E-11E8-BF66-D9AA8AFF4A69,DB48E48C-B5AD-5358-A607-85141513AD20,940E9AB8-0E77-8054-B70E-611FC480B2F0,imapd,/tmp/.31.29d08,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,CE75BDEA-374E-11E8-BF66-D9AA8AFF4A69,37889057-828C-506F-B17B-6A73BC9C37E9,65EF160D-8C25-BF5D-A58C-D39E2DBF408A,imapd,/home/george/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,B955094D-374E-11E8-BF66-D9AA8AFF4A69,9D8956F1-FBED-5224-BB2A-2D25E06EA0D4,A81F80DF-24C1-D954-8124-F40654D9421E,imapd,/var/mail/george,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_WRITE,2ED7103E-374F-11E8-BF66-D9AA8AFF4A69,69F95DA2-5288-5542-82D2-E0CA02C7F7F6,1DCA9896-FF52-0B5A-92FF-3D58BA0B2432,alpine,/tmp/.31.29ad6,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,2ED7103E-374F-11E8-BF66-D9AA8AFF4A69,67B59001-3773-5DEA-9AF6-194989836B45,0191F4F7-146F-545F-AF14-25726F54928C,alpine,/var/mail/user,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,913F23E6-374F-11E8-BF66-D9AA8AFF4A69,0C77DEB1-97CC-53F2-95B7-AF548E6B10AB,0C37AA0F-F711-ED54-91F7-EA0354EDE575,imapd,/tmp/.31.3023c,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,B277A59B-374F-11E8-BF66-D9AA8AFF4A69,88B3BB34-E1C4-567B-8CB8-70447E26FE41,0191F4F7-146F-545F-AF14-25726F54928C,alpine,/var/mail/user,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_SENDTO,D3822AFC-39AF-11E8-BF66-D9AA8AFF4A69B,8009A89E-BAF8-5B23-A42E-58BCEDD5A005B,D384652A-39AF-11E8-BF66-D9AA8AFF4A69B,nginx,139.123.0.116:9999,0,http://w3id.org/sepses/resource/rule/data-leak-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1020
,1.52E+18,EVENT_WRITE,B277A59B-374F-11E8-BF66-D9AA8AFF4A69,9D1E74B8-4E17-5B99-B535-E94505630133,33C5261F-EB88-D65D-88EB-6B6F2DD6AA25,alpine,/tmp/.31.29ad6,0,http://w3id.org/sepses/resource/rule/corrupt-file-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,Corrupt_File
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,030F5067-3750-11E8-BF66-D9AA8AFF4A69,CA95A523-EF53-560C-BD36-60A0B1EB24D7,E876D335-E003-6055-83E0-230A356044DC,imapd,/tmp/.31.29d08,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,030F5067-3750-11E8-BF66-D9AA8AFF4A69,FD5F5035-1508-524C-8D42-7B7CADD81BFA,65EF160D-8C25-BF5D-A58C-D39E2DBF408A,imapd,/home/george/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,0FF7E829-3750-11E8-BF66-D9AA8AFF4A69,1B6DE373-7268-59AB-8C3D-E2CEA48A3D98,90964C90-ACF5-565C-B5AC-172E3C5686A6,imapd,/tmp/.31.29d08,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,0FF7E829-3750-11E8-BF66-D9AA8AFF4A69,9F60BBBD-ABA5-54C8-A3AB-AAAD798B5192,65EF160D-8C25-BF5D-A58C-D39E2DBF408A,imapd,/home/george/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,FAD68D09-374F-11E8-BF66-D9AA8AFF4A69,85A136D2-FD9F-5CCD-BA81-F10D919BCCAA,A81F80DF-24C1-D954-8124-F40654D9421E,imapd,/var/mail/george,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,913F23E6-374F-11E8-BF66-D9AA8AFF4A69,44E09CEE-171E-557B-A024-BE342FBB021A,019D34B9-9A92-415B-929A-9B980B41133A,imapd,/home/henry/Sent,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,472B9E53-374E-11E8-BF66-D9AA8AFF4A69,53AD98B7-5BD1-53BD-95DF-8B9C0C1EFA3D,C2745E21-391A-6D54-9A39-0202D46D36E5,imapd,/var/mail/henry,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,3B54696E-3750-11E8-BF66-D9AA8AFF4A69,635B1D96-BAB5-5F59-9839-196E24CE008C,BC39FD4C-9434-6754-B494-9E2F84679D68,imapd,/tmp/.31.29ada,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,3B54696E-3750-11E8-BF66-D9AA8AFF4A69,8405D61A-2F41-5C38-9199-13D4FB812381,234D9DA9-A60B-2A52-8BA6-FAF9C22A33EA,imapd,/var/mail/bob,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,45F68C47-3750-11E8-BF66-D9AA8AFF4A69,2827BA51-A68B-587E-9202-88CC65A119C9,6CB798F4-6F49-5F50-896F-14FFD05F03C3,imapd,/tmp/.31.29ada,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
,1.52E+18,EVENT_MODIFY_FILE_ATTRIBUTES,45F68C47-3750-11E8-BF66-D9AA8AFF4A69,C0CB10F9-D658-561D-B4E0-8EE52EC74AE6,234D9DA9-A60B-2A52-8BA6-FAF9C22A33EA,imapd,/var/mail/bob,0,http://w3id.org/sepses/resource/rule/change-permission-rule,83C8ED1F-5045-DBCD-B39F-918F0DF4F851,T1222
